基金代码,基金简称,基金类型,成立时间,最新规模,评级机构,基金评级
007662,富国鑫旺均衡养老目标三年持有混合发起(FOF)A,FOF-均衡型,2020-03-23,1.97亿,,暂无评级
007663,平安安享灵活配置混合C,混合型-灵活,2019-07-15,1041.85万,,暂无评级
007664,永赢创业板指数发起式A,指数型-股票,2019-09-10,5.73亿,,暂无评级
007665,永赢创业板指数发起式C,指数型-股票,2019-09-10,3.70亿,,暂无评级
007666,华夏鼎泓债券A,债券型-混合二级,2019-11-19,6.37亿,,暂无评级
007667,华夏鼎泓债券C,债券型-混合二级,2019-11-19,5220.10万,,暂无评级
007668,广发养老目标日期2035三年持有期混合发起式(FOF)A,FOF-均衡型,2020-09-09,1.89亿,,暂无评级
007669,太平睿盈混合C,混合型-偏债,2019-08-13,6033.17万,,暂无评级
007670,嘉实商业银行精选债券,债券型-长债,2019-11-19,3.10亿,,暂无评级
007671,建信中证红利潜力指数A,指数型-股票,2019-09-11,5491.63万,,暂无评级
007672,建信中证红利潜力指数C,指数型-股票,2019-09-11,734.83万,,暂无评级
007673,中加安瑞稳健养老目标一年持有混合(FOF)A,FOF-稳健型,2020-03-20,5694.45万,,暂无评级
007674,工银产业升级股票A,股票型,2019-12-25,4535.16万,,暂无评级
007675,工银产业升级股票C,股票型,2019-12-25,1.06亿,,暂无评级
007676,蜂巢添汇纯债A,债券型-长债,2019-08-12,9.92亿,,暂无评级
007677,蜂巢添汇纯债C,债券型-长债,2019-08-12,27.08亿,,暂无评级
007680,中加享利三年债券,债券型-长债,,,,
007681,鹏华丰登债券,债券型-长债,,,,
007682,鹏华锦利两年定开债,债券型-长债,,,,
007683,华商转债精选债券A,债券型-混合一级,2020-09-29,1.09亿,,暂无评级
007684,华商转债精选债券C,债券型-混合一级,2020-09-29,1.09亿,,暂无评级
007685,华商电子行业量化股票,股票型,2019-09-17,4.07亿,,暂无评级
007687,东方成长收益灵活配置混合C,混合型-灵活,2019-08-07,4759.03万,,暂无评级
007689,国投瑞银新能源混合A,混合型-偏股,2019-11-18,18.58亿,,暂无评级
007690,国投瑞银新能源混合C,混合型-偏股,2019-11-18,17.37亿,,暂无评级
007691,永赢泽利一年定开,债券型-长债,,,,
007692,永赢鼎利债券A,债券型-长债,,,,
007693,永赢鼎利债券C,债券型-长债,,,,
007696,嘉实融享货币,货币型-浮动净值,,,,
007699,建信荣禧一年定期开放债券,债券型-长债,2019-12-13,81.13亿,,暂无评级
007701,国联安6个月定开债A,债券型-长债,2019-09-06,15.46亿,,暂无评级
007702,国联安6个月定开债C,债券型-长债,2019-09-06,0万,,暂无评级
007703,万家鑫盛纯债A,债券型-长债,,,,
007704,万家鑫盛纯债C,债券型-长债,,,,
007705,长城恒康稳健养老一年持有混合发起式(FOF)A,FOF-稳健型,2020-06-03,1.47亿,,暂无评级
007706,南方聪元债券A,债券型-长债,,,,
007707,南方聪元债券C,债券型-长债,,,,
007708,中银瑞福浮动净值型货币A,货币型-浮动净值,,,,
007709,中银瑞福浮动净值型货币C,货币型-浮动净值,,,,
007710,格林泓泰三个月定开债A,债券型-长债,2019-09-26,5.00亿,,暂无评级
007711,格林泓泰三个月定开债C,债券型-长债,2019-09-26,39.06万,,暂无评级
007712,中银康享3个月定期开放债券,债券型-混合一级,,,,
007713,华富科技动能混合A,混合型-偏股,2019-11-06,4142.87万,,暂无评级
007714,南方贺元利率债债券A,债券型-长债,2019-08-30,11.49亿,,暂无评级
007715,南方贺元利率债债券C,债券型-长债,2019-08-30,24.86万,,暂无评级
007716,嘉实致华纯债债券A,债券型-长债,2019-11-07,41.07亿,,暂无评级
007717,工银尊享短债债券F,债券型-中短债,2019-08-05,1.45亿,,暂无评级
007718,中银创新医疗混合A,混合型-偏股,2019-11-13,21.23亿,,暂无评级
007719,永赢元利债券A,债券型-长债,,,,
007720,永赢元利债券C,债券型-长债,,,,
007721,天弘标普500发起(QDII-FOF)A,QDII-FOF,2019-09-24,12.20亿,,暂无评级
007722,天弘标普500发起(QDII-FOF)C,QDII-FOF,2019-09-24,13.88亿,,暂无评级
007723,鹏华锦润86个月定开债,债券型-长债,,,,
007725,招商瑞文混合A,混合型-偏债,2019-09-11,47.75亿,,暂无评级
007726,招商瑞文混合C,混合型-偏债,2019-09-11,18.81亿,,暂无评级
007729,招商普盛全球配置(QDII-FOF)人民币,QDII-普通股票,2020-01-19,1.76亿,,暂无评级
007730,平安金管家货币C,货币型-普通货币,2019-07-29,3.85亿,,暂无评级
007731,民生加银持续成长混合A,混合型-偏股,2019-09-24,5.46亿,,暂无评级
007732,民生加银持续成长混合C,混合型-偏股,2019-09-24,11.60亿,,暂无评级
007733,南方智锐混合A,混合型-偏股,2019-09-18,4.19亿,,暂无评级
007734,南方智锐混合C,混合型-偏股,2019-09-18,5646.80万,,暂无评级
007735,金鹰民安回报定开C,混合型-偏债,2019-08-29,1.11亿,,暂无评级
007736,民生加银聚鑫三年定开债,债券型-长债,,,,
007737,诺德研发创新100,指数型-股票,2019-08-26,2.93亿,,暂无评级
007738,淳厚稳惠债券A,债券型-混合一级,,,,
007739,淳厚稳惠债券C,债券型-混合一级,,,,
007740,天弘信益债券A,债券型-长债,2019-08-23,23.61亿,,暂无评级
007741,天弘信益债券C,债券型-长债,2019-08-23,5.32亿,,暂无评级
007744,长盛安逸纯债债券A,债券型-长债,2020-01-20,28.49亿,,暂无评级
007745,长盛安逸纯债债券C,债券型-长债,2020-01-20,8.77亿,,暂无评级
007746,华安现金润利,货币型-浮动净值,,,,
007747,海富通平衡养老目标三年持有期混合(FOF)A,FOF-均衡型,2020-02-19,1.76亿,,暂无评级
007748,天弘养老2035三年(FOF)A,FOF-均衡型,2019-09-19,1.22亿,,暂无评级
007749,民生加银鹏程混合C,混合型-偏债,2019-07-29,1.22亿,,暂无评级
007750,广发优势增长股票,股票型,2019-12-25,1.95亿,,暂无评级
007751,景顺长城沪港深红利成长低波指数A,指数型-股票,2019-09-06,2.21亿,,暂无评级
007752,中银招利债券A,债券型-混合二级,2019-09-27,37.80亿,,暂无评级
007753,中银招利债券C,债券型-混合二级,2019-09-27,4772.85万,,暂无评级
007754,上银慧永利中短期债券A,债券型-中短债,2020-02-27,50.05亿,,暂无评级
007755,上银慧永利中短期债券C,债券型-中短债,2020-02-27,3.62亿,,暂无评级
007756,财通久利三个月定开债发起式,债券型-长债,,,,
007758,平安乐享一年定开债A,债券型-长债,2019-09-04,81.15亿,,暂无评级
007759,平安乐享一年定开债C,债券型-长债,2019-09-04,0万,,暂无评级
007760,景顺长城沪港深红利成长低波指数C,指数型-股票,2019-09-06,5355.06万,,暂无评级
007761,鑫元安睿三年定开债,债券型-长债,,,,
007762,富国天盈债券(LOF)A,债券型-混合一级,2019-08-26,2.39亿,,暂无评级
007765,前海开源1-3年国开债A,指数型-固收,2019-08-28,133.11万,,暂无评级
007766,前海开源1-3年国开债C,指数型-固收,2019-08-28,599.77万,,暂无评级
007767,华泰保兴尊享定开,债券型-混合一级,,,,
007768,信澳安盛纯债A,债券型-长债,2019-12-26,20.21亿,,暂无评级
007769,东兴兴瑞一年定开A,债券型-长债,2019-09-06,14.33亿,,暂无评级
007770,同泰开泰混合A,混合型-偏股,2019-08-28,869.20万,,暂无评级
007771,同泰开泰混合C,混合型-偏股,2019-08-28,1414.36万,,暂无评级
007772,浦银安盛盛煊定开债券,债券型-长债,,,,
007775,汇安量化先锋混合A,混合型-偏股,2019-10-30,1230.76万,,暂无评级
007776,汇安量化先锋混合C,混合型-偏股,2019-10-30,571.96万,,暂无评级
007777,中邮研究精选混合,混合型-偏股,2019-09-11,5.37亿,,暂无评级
007778,广发景富纯债,债券型-长债,,,,
007779,银华尊和养老2030三年持有混合发起式(FOF)A,FOF-稳健型,2019-08-16,2.19亿,,暂无评级
007780,银华尊和养老2040三年持有混合发起(FOF)A,FOF-均衡型,2019-08-16,2.20亿,,暂无评级
007781,天弘弘新混合发起式A,混合型-偏债,2019-08-21,5433.85万,,暂无评级
007784,广发央企创新驱动ETF联接A,指数型-股票,2019-11-06,9948.12万,,暂无评级
007785,广发央企创新驱动ETF联接C,指数型-股票,2019-11-06,2.46亿,,暂无评级
007786,富国中证国企一带一路ETF联接A,指数型-股票,2019-12-31,1047.75万,,暂无评级
007787,富国中证国企一带一路ETF联接C,指数型-股票,2019-12-31,726.03万,,暂无评级
007788,易方达中证国企带路发起式联接A,指数型-股票,2020-01-21,4185.01万,,暂无评级
007789,易方达中证国企带路发起式联接C,指数型-股票,2020-01-21,4048.12万,,暂无评级
007790,南方梦元短债A,债券型-中短债,2019-11-05,23.30亿,,暂无评级
007791,南方梦元短债C,债券型-中短债,2019-11-05,2.52亿,,暂无评级
007792,嘉实央企创新驱动ETF联接A,指数型-股票,2019-11-28,6387.74万,,暂无评级
007793,嘉实央企创新驱动ETF联接C,指数型-股票,2019-11-28,4.14亿,,暂无评级
007794,申万菱信中证500指数优选增强C,指数型-股票,2019-08-08,2.22亿,,暂无评级
007795,申万菱信中证500指数增强C,指数型-股票,2019-08-08,6519.48万,,暂无评级
007796,博时央创ETF联接A,指数型-股票,2019-11-13,8669.83万,,暂无评级
007797,博时央创ETF联接C,指数型-股票,2019-11-13,9003.35万,,暂无评级
007799,申万菱信中小企业100指数(LOF)C,指数型-股票,2019-08-08,2712.54万,,暂无评级
007800,申万菱信沪深300价值指数C,指数型-股票,2019-08-08,5.13亿,,暂无评级
007801,大成中证红利指数C,指数型-股票,2019-08-02,15.03亿,,暂无评级
007802,兴全合泰混合A,混合型-偏股,2019-10-17,46.64亿,,暂无评级
007803,兴全合泰混合C,混合型-偏股,2019-10-17,9.73亿,,暂无评级
007804,申万菱信沪深300指数增强C,指数型-股票,2019-08-08,2.87亿,,暂无评级
007805,华宝浮动净值货币,货币型-浮动净值,,,,
007806,建信MSCI中国A股指数增强A,指数型-股票,2019-11-13,8421.04万,,暂无评级
007807,建信MSCI中国A股指数增强C,指数型-股票,2019-11-13,5798.11万,,暂无评级
007808,北信瑞丰量化优选灵活配置,混合型-灵活,2019-09-18,1164.37万,,暂无评级
007809,富国中证央企创新驱动ETF联接A,指数型-股票,2019-11-29,9673.91万,,暂无评级
007810,富国中证央企创新驱动ETF联接C,指数型-股票,2019-11-29,1.58亿,,暂无评级
007811,淳厚信泽混合A,混合型-灵活,2019-08-21,8.39亿,,暂无评级
007812,淳厚信泽混合C,混合型-灵活,2019-08-21,4.78亿,,暂无评级
007815,嘉实新兴科技100ETF联接A,指数型-股票,2019-11-01,5342.46万,,暂无评级
007816,嘉实新兴科技100ETF联接C,指数型-股票,2019-11-01,2462.65万,,暂无评级
007817,国泰中证全指通信设备ETF联接A,指数型-股票,2019-09-03,2.62亿,,暂无评级
007818,国泰中证全指通信设备ETF联接C,指数型-股票,2019-09-03,6.01亿,,暂无评级
007819,华泰紫金丰益中短债A,债券型-中短债,,,,
007820,华泰紫金丰益中短债C,债券型-中短债,,,,
007821,华泰紫金丰利中短债发起A,债券型-中短债,2019-08-29,1545.88万,,暂无评级
007822,华泰紫金丰利中短债发起C,债券型-中短债,2019-08-29,812.71万,,暂无评级
007823,天弘弘择短债A,债券型-中短债,2019-08-20,6.83亿,,暂无评级
007824,天弘弘择短债C,债券型-中短债,2019-08-20,45.41亿,,暂无评级
007825,博道志远混合A,混合型-偏股,2019-09-17,3567.67万,,暂无评级
007826,博道志远混合C,混合型-偏股,2019-09-17,3034.60万,,暂无评级
007827,华润元大量化优选混合C,混合型-偏股,2019-09-04,72.19万,,暂无评级
007828,创金合信信用红利债券A,债券型-混合一级,2019-09-26,33.99亿,,暂无评级
007829,创金合信信用红利债券C,债券型-混合一级,2019-09-26,4.55亿,,暂无评级
007830,建信荣瑞一年定期开放债券,债券型-长债,2019-11-20,81.27亿,,暂无评级
007831,博道伍佰智航股票A,股票型,2019-09-26,2.43亿,,暂无评级
007832,博道伍佰智航股票C,股票型,2019-09-26,3.33亿,,暂无评级
007833,长盛稳怡添利债券A,债券型-混合二级,2019-12-23,4501.22万,,暂无评级
007834,长盛稳怡添利债券C,债券型-混合二级,2019-12-23,809.04万,,暂无评级
007835,国泰鑫睿混合,混合型-偏股,2019-11-13,5.19亿,,暂无评级
007836,泰康润和两年定开债券,债券型-长债,2019-12-25,81.30亿,,暂无评级
007837,国寿安保尊耀纯债A,债券型-混合一级,2019-10-22,2.57亿,,暂无评级
007838,国寿安保尊耀纯债C,债券型-混合一级,2019-10-22,7251.30万,,暂无评级
007839,汇添富中证长三角ETF联接A,指数型-股票,2019-09-24,5752.06万,,暂无评级
007840,汇添富中证长三角ETF联接C,指数型-股票,2019-09-24,585.89万,,暂无评级
007842,南华中证杭州湾区ETF联接A,指数型-股票,2020-04-23,1115.84万,,暂无评级
007843,南华中证杭州湾区ETF联接C,指数型-股票,2020-04-23,586.64万,,暂无评级
007844,华宝标普油气上游股票人民币C,指数型-海外股票,2020-01-15,18.95亿,,暂无评级
007845,博时季季享持有期C,债券型-长债,,,,
007848,广发聚宝混合C,混合型-偏债,2019-08-29,1.25亿,,暂无评级
007850,方正富邦天睿混合A,混合型-灵活,2019-09-17,3.34亿,,暂无评级
007851,方正富邦天睿混合C,混合型-灵活,2019-09-17,3.93亿,,暂无评级
007852,工银瑞安3个月定开纯债债券,债券型-长债,,,,
007853,华商计算机行业量化股票发起式A,股票型,2019-10-30,1.91亿,,暂无评级
007854,光大保德信景气先锋混合A,混合型-偏股,2019-11-13,1.19亿,,暂无评级
007856,易方达中证800ETF联接A,指数型-股票,2019-10-21,1.21亿,,暂无评级
007857,易方达中证800ETF联接C,指数型-股票,2019-10-21,4160.37万,,暂无评级
007858,鹏华浮动净值型发起式货币,货币型-浮动净值,,,,
007859,平安5-10年期政策性金融债A,债券型-长债,2019-11-21,7.32亿,,暂无评级
007860,平安5-10年期政策性金融债C,债券型-长债,2019-11-21,1.59亿,,暂无评级
007861,金元顺安医疗健康混合A,混合型-偏股,2021-07-29,2680.79万,,暂无评级
007862,金元顺安医疗健康混合C,混合型-偏股,2021-07-29,3944.69万,,暂无评级
007863,长信利泰灵活配置混合C,混合型-灵活,,,,
007864,东方红货币C,货币型-普通货币,,,,
007865,东方红货币D,货币型-普通货币,2020-04-27,69.32亿,,暂无评级
007866,创金合信货币C,货币型-普通货币,2019-08-19,265.02亿,,暂无评级
007867,华泰柏瑞锦泰一年定开,债券型-长债,2019-09-17,81.31亿,,暂无评级
007868,汇添富汇鑫货币A,货币型-浮动净值,2019-09-10,551.57万,,暂无评级
007869,汇添富汇鑫货币B,货币型-浮动净值,2019-09-10,4616.48万,,暂无评级
007870,鹏华尊信3个月定开发起式债券,债券型-长债,,,,
007871,国泰惠享三个月定开债,债券型-长债,,,,
007872,金信稳健策略混合A,混合型-灵活,2019-12-13,19.13亿,,暂无评级
007873,华宝科技ETF联接A,指数型-股票,2019-08-30,3.83亿,,暂无评级
007874,华宝科技ETF联接C,指数型-股票,2019-08-30,3.49亿,,暂无评级
007875,国融融兴混合A,混合型-灵活,2019-11-05,241.13万,,暂无评级
007876,国融融兴混合C,混合型-灵活,2019-11-05,1019.08万,,暂无评级
007877,惠升和风纯债A,债券型-长债,2019-10-29,3185.62万,,暂无评级
007878,惠升和风纯债C,债券型-长债,2019-10-29,2.01亿,,暂无评级
007879,嘉实致安3个月定期债券,债券型-混合二级,,,,
007880,朱雀产业智选混合A,混合型-偏股,2019-12-03,2.39亿,,暂无评级
007881,朱雀产业智选混合C,混合型-偏股,2019-12-03,4391.07万,,暂无评级
007882,易方达沪深300非银联接C,指数型-股票,2019-08-20,4.68亿,,暂无评级
007883,易方达医药ETF联接C,指数型-股票,2019-08-20,6.97亿,,暂无评级
007884,易方达恒盛3个月定开混合,混合型-偏债,,,,
007885,国联中证500ETF联接A,指数型-股票,2019-12-31,1398.92万,,暂无评级
007886,国联中证500ETF联接C,指数型-股票,2019-12-31,1379.91万,,暂无评级
007887,东方红启元三年持有混合B,混合型-灵活,2019-09-26,15.84亿,,暂无评级
007888,农银汇理金盈债券,债券型-长债,2019-09-17,77.72亿,,暂无评级
007889,浦银安盛盛诺定开债券,债券型-长债,,,,
007890,银河聚星两年定开债券,债券型-长债,,,,
007893,平安估值精选混合A,混合型-偏股,2020-04-22,4543.35万,,暂无评级
007894,平安估值精选混合C,混合型-偏股,2020-04-22,5469.91万,,暂无评级
007895,嘉实价值成长混合,混合型-偏股,2019-09-10,6.10亿,,暂无评级
007896,易方达优选多资产三个月持有混合(FOF)A,FOF-均衡型,2020-04-09,5482.27万,,暂无评级
007897,易方达优选多资产三个月持有混合(FOF)C,FOF-均衡型,2020-04-09,3922.24万,,暂无评级
007898,富国智诚精选3个月持有期混合(FOF)A,FOF-进取型,,,,
